sid,name,licence,access,date,creator,curators,substances,reference_pmid,reference_title,reference_date
PKDB00748,Arroyo1997,open,public,2024-02-01,MariiaMysh,"['MariiaMysh', 'mkoenig']",['captopril'],9061473,Determination of captopril in plasma by high-performance liquid chromatography for pharmacokinetic studies.,1997-06-02
PKDB01061,Bahmaei1997,open,public,2025-08-13,MariiaMysh,['MariiaMysh'],['captopril'],9215971,Determination of captopril in human serum by high performance liquid chromatography using solid-phase extraction.,1997-08-26
PKDB01069,Chik2014,open,public,2024-08-13,MariiaMysh,"['MariiaMysh', 'mkoenig']",['captopril'],,"A Bioequivalence comparison of two captopril formulations (25 mg tablets): An open-label, randomized, two-treatment, two-way crossover study in healthy volunteers",2014-05-04
PKDB01088,Cohen1982,open,public,2024-06-15,MariiaMysh,"['MariiaMysh', 'mkoenig']",['captopril'],6757410,Determination of captopril in human blood and urine by GLC-selected ion monitoring mass spectrometry after oral coadministration with its isotopomer.,1983-02-14
PKDB00816,Drummer1987,open,public,2024-06-15,MariiaMysh,"['MariiaMysh', 'mkoenig']","['captopril', 'captopril disulfide', 'total captopril']",3297733,The pharmacokinetics of captopril and captopril disulfide conjugates in uraemic patients on maintenance dialysis: comparison with patients with normal renal function.,1987-07-29
PKDB01063,Franklin1998,open,public,2025-08-13,MariiaMysh,['MariiaMysh'],['captopril'],9498669,Improved analytical procedure for the measurement of captopril in human plasma by gas chromatography--mass spectrometry and its application to pharmacokinetic studies.,1998-03-31
PKDB00822,Jankowski1995,open,public,2024-06-15,MariiaMysh,"['MariiaMysh', 'mkoenig']",['captopril'],9696583,Captopril: determination in blood and pharmacokinetics after single oral dose.,1998-08-06
PKDB01064,Jarrott1982,open,public,2025-08-13,MariiaMysh,['MariiaMysh'],['captopril'],6803565,Pharmacokinetic properties of captopril after acute and chronic administration to hypertensive subjects.,1982-06-24
PKDB00823,Jehanli1996,open,public,2024-06-15,MariiaMysh,"['MariiaMysh', 'mkoenig']",['captopril'],8910853,Determination of captopril in human blood by an enzyme-linked immunosorbent assay.,1997-02-24
PKDB01065,Lang1996,open,public,2025-08-13,MariiaMysh,"['MariiaMysh', 'mkoenig']","['placebo', 'sodium', 'captopril', 'renin', 'norepinephrine']",8681492,Angiotensin converting enzyme inhibition and sympathetic activity in healthy subjects.,1996-08-21
PKDB01067,Massana1997,open,public,2025-08-13,MariiaMysh,['MariiaMysh'],['captopril'],9368913,No sex-related pharmacokinetic and pharmacodynamic differences of captopril.,1998-01-13
PKDB01068,Nishida1990,open,public,2025-08-13,MariiaMysh,"['MariiaMysh', 'mkoenig']","['captopril', 'aldosterone', 'angiotensin I', 'angiotensin II', 'renin', 'norepinephrine', 'epinephrine']",2077146,Effect of captopril on congestive heart failure.,1991-04-19
PKDB00831,Rezende2007,open,public,2024-06-15,MariiaMysh,"['MariiaMysh', 'mkoenig']","['captopril', 'total captopril']",17145205,"Determination of captopril in human plasma, using solid phase extraction and high-performance liquid chromatography, coupled to mass spectrometry: application to bioequivalence study.",2007-07-24
PKDB00832,Richer1984,open,public,2024-06-15,MariiaMysh,"['MariiaMysh', 'mkoenig']","['captopril', 'renin', 'angiotensin converting enzyme (ACE)']",6324834,"Captopril: pharmacokinetics, antihypertensive and biological effects in hypertensive patients.",1984-06-05
PKDB00833,Salem2005,open,public,2024-06-15,MariiaMysh,"['MariiaMysh', 'mkoenig']","['captopril', 'total captopril']",15862687,A selective and rapid method for the quantification of captopril in human plasma using liquid chromatography/selected reaction monitoring mass spectrometry.,2006-02-03
PKDB00834,Schaefer1998,open,public,2024-06-15,MariiaMysh,"['MariiaMysh', 'mkoenig']","['captopril', 'total captopril', 'ferrous sulfate']",9803987,Ferrous sulphate interacts with captopril.,1999-01-28
PKDB00837,Vancea2009,open,public,2024-06-15,MariiaMysh,"['MariiaMysh', 'mkoenig']",['captopril'],19559901,Determination of free captopril in human plasma by liquid chromatography with mass spectrometry detection.,2009-09-09
PKDB00768,Biollaz1982,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat', 'lisinopril']",6289859,Enalapril maleate and a lysine analogue (MK-521) in normal volunteers; relationship between plasma drug levels and the renin angiotensin system.,1982-12-16
PKDB00769,Dayyih2017,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril', 'enalaprilat']",28894622,A Liquid Chromatography-Tandem Mass Spectrometry Method for Evaluation of Two Brands of Enalapril 20 mg Tablets in Healthy Human Volunteers.,2017-08-15
PKDB00770,Dickstein1987,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat']",3034316,The pharmacokinetics of enalapril in hospitalized patients with congestive heart failure.,1987-07-08
PKDB00771,Donnelly1990,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['placebo', 'enalapril maleate', 'enalaprilat']",2154407,Kinetic-dynamic relations and individual responses to enalapril.,1990-03-27
PKDB00746,Ghosh2012,open,public,2024-01-30,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat']",21341376,"Rapid and sensitive liquid chromatography/tandem mass spectrometry method for simultaneous determination of enalapril and its major metabolite enalaprilat, in human plasma: application to a bioequivalence study.",2012-06-14
PKDB00747,Gu2004,open,public,2024-01-30,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat']",15556550,Simultaneous determination of enalapril and enalaprilat in human plasma by liquid chromatography-tandem mass spectrometry.,2005-04-11
PKDB00774,He2014,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat']",24721587,"Lack of effect of colesevelam HCl on the single-dose pharmacokinetics of aspirin, atenolol, enalapril, phenytoin, rosiglitazone, and sitagliptin.",2014-11-18
PKDB00750,Ishizaki1988,open,public,2024-03-04,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['cimetidine', 'enalapril maleate', 'enalapril', 'enalaprilat', 'atrial natriuretic peptide (ANP)', 'aldosterone', 'angiotensin converting enzyme (ACE)']",2468049,Effect of cimetidine on the pharmacokinetics and pharmacodynamics of enalapril in normal volunteers.,1989-05-16
PKDB00779,Kelly1986,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalaprilat']",3004546,Pharmacokinetics of enalapril in normal subjects and patients with renal impairment.,1986-04-09
PKDB00780,Lee2003,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat']",12772271,Simultaneous quantitation of enalapril and enalaprilat in human plasma by 96-well solid-phase extraction and liquid chromatography/tandem mass spectrometry.,2003-07-16
PKDB00782,Lowenthal1985,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['creatinine', 'enalapril maleate', 'enalaprilat']",2998676,The effect of renal function on enalapril kinetics.,1986-01-14
PKDB00745,Lu2009,open,public,2024-01-30,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat']",19046843,Simultaneous quantification of enalapril and enalaprilat in human plasma by high-performance liquid chromatography-tandem mass spectrometry and its application in a pharmacokinetic study.,2009-04-02
PKDB00786,Moffett2014,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat']",27129124,Bioequivalence of enalapril oral solution for treatment of pediatric hypertension and enalapril tablets.,2018-01-22
PKDB00787,Mujais1992,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['creatinine', 'inulin', 'enalaprilat']",1310827,Renal handling of enalaprilat.,1992-03-18
PKDB00788,Najib2003a,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat']",14520685,Bioequivalence evaluation of two brands of enalapril 20 mg tablets (Narapril and Renitec) in healthy human volunteers.,2004-05-24
PKDB00793,Ribeiro1996,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat']",8839663,Bioequivalence study of two enalapril maleate tablet formulations in healthy male volunteers. Pharmacokinetic versus pharmacodynamic approach.,1996-12-26
PKDB00797,Stage2017,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat']",28639420,The Pharmacokinetics of Enalapril in Relation to CES1 Genotype in Healthy Danish Volunteers.,2018-06-29
PKDB00798,Sunaga1995,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['placebo', 'enalapril maleate', 'enalapril', 'enalaprilat', 'prostaglandin E2 (PGE2)', 'substance P', 'bradykinin']",8582461,Chronopharmacology of enalapril in hypertensive patients.,1996-03-18
PKDB00799,Swanson1984,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat']",6097665,Influence of food on the bioavailability of enalapril.,1985-02-27
PKDB00800,Tarkiainen2015,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat']",25919042,Effect of carboxylesterase 1 c.428G > A single nucleotide variation on the pharmacokinetics of quinapril and enalapril.,2016-09-12
PKDB00801,Thongnopnua2005,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalaprilat']",15797799,High-performance liquid chromatographic determination of enalapril in human plasma by enzyme kinetic analytical method.,2005-08-15
PKDB00802,Till1984,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat']",6091806,Pharmacokinetics of repeated single oral doses of enalapril maleate (MK-421) in normal volunteers.,1984-12-18
PKDB00803,Tsuruoka2007,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril', 'enalaprilat']",17244777,"Clearance of imidapril, an Angiotensin-converting enzyme inhibitor, during hemodialysis in hypertensive renal failure patients: comparison with quinapril and enalapril.",2007-04-12
PKDB00805,VanHecken2020,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat']",31411383,Relative Bioavailability of Enalapril Administered as Orodispersible Minitablets in Healthy Adults.,2021-05-28
PKDB00806,Wade1992,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['placebo', 'creatinine', 'captopril', 'enalapril maleate', 'enalaprilat']",1312853,The effect of saturation of ACE binding sites on the pharmacokinetics of enalaprilat in man.,1992-04-29
12771613,Wagner2003,open,public,2025-10-07,shubhankarpalwankar,['shubhankarpalwankar'],"['creatinine', 'urea', 'sodium', 'potassium', 'enalaprilat', 'aldosterone', 'norepinephrine', 'epinephrine']",12771613,Beneficial hemodynamic and renal effects of intravenous enalaprilat following coronary artery bypass surgery complicated by left ventricular dysfunction.,2003-06-16
PKDB00807,Weisser1991,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril maleate', 'enalapril', 'enalaprilat']",1647954,Pharmacokinetics and converting enzyme inhibition after morning and evening administration of oral enalapril to healthy subjects.,1991-08-06
PKDB00809,Witte1993,open,public,2024-04-24,shubhankarpalwankar,"['shubhankarpalwankar', 'mkoenig']","['enalapril', 'enalaprilat']",8394796,"Cardiovascular effects, pharmacokinetics, and converting enzyme inhibition of enalapril after morning versus evening administration.",1993-09-21
3356089,Arias1988,closed,public,2025-10-07,janekg,"['janekg', 'mkoenig']","['sparteine', 'sparteine sulfate', '2-dehydrosparteine', '5-dehydrosparteine']",3356089,The oxidative metabolism of sparteine in the Cuna Amerindians of Panama: absence of evidence for deficient metabolizers.,1988-05-19
PKDB00838,Boulton2013,closed,public,2024-07-08,nikenemitz,"['nikenemitz', 'mkoenig']","['saxagliptin', 'dapagliflozin']",22823746,Simultaneous oral therapeutic and intravenous ¹⁴C-microdoses to determine the absolute oral bioavailability of saxagliptin and dapagliflozin.,2013-08-06
PKDB00959,FDAMB102002,closed,public,2024-12-18,nikenemitz,"['nikenemitz', 'mkoenig']","['dapagliflozin', 'D-glucose']",202293102002,FDA Application 202293Orig1s000,2013-07-11
PKDB00970,FDAMB102006,closed,public,2025-02-27,nikenemitz,"['nikenemitz', 'mkoenig']","['dapagliflozin', 'dapagliflozin 3-o-glucuronide', 'total dapagliflozin']",202293102006,FDA Application 202293Orig1s000,2013-07-11
PKDB00971,FDAMB102007,closed,public,2025-02-27,nikenemitz,['nikenemitz'],"['dapagliflozin', 'dapagliflozin 3-o-glucuronide', 'D-glucose']",202293102007,FDA Application 202293Orig1s000,2013-07-11
PKDB00840,Gould2013,closed,public,2024-07-08,nikenemitz,"['nikenemitz', 'mkoenig']","['dapagliflozin', 'D-glucose']",23851069,"Use of low-dose clinical pharmacodynamic and pharmacokinetic data to establish an occupational exposure limit for dapagliflozin, a potent inhibitor of the renal sodium glucose co-transporter 2.",2014-05-19
PKDB00893,Imamura2013,closed,public,2024-10-01,nikenemitz,"['nikenemitz', 'mkoenig']","['dapagliflozin', 'voglibose']",23307267,Impact of voglibose on the pharmacokinetics of dapagliflozin in Japanese patients with type 2 diabetes.,2013-06-21
PKDB00913,Jang2020,closed,public,2024-10-14,nikenemitz,"['nikenemitz', 'mkoenig']","['dapagliflozin', 'lobeglitazone sulfate', 'lobeglitazone']",31992459,Evaluation of the Pharmacokinetic Interaction Between Lobeglitazone and Dapagliflozin at Steady State.,2020-10-05
PKDB00842,Kasichayanula2011a,closed,public,2024-07-08,nikenemitz,"['nikenemitz', 'mkoenig']","['dapagliflozin', 'dapagliflozin 3-o-glucuronide', 'D-glucose']",21226818,"Pharmacokinetics and pharmacodynamics of dapagliflozin, a novel selective inhibitor of sodium-glucose co-transporter type 2, in Japanese subjects without and with type 2 diabetes mellitus.",2011-06-17
PKDB00843,Kasichayanula2011b,closed,public,2024-07-08,nikenemitz,"['nikenemitz', 'mkoenig']","['dapagliflozin', 'dapagliflozin 3-o-glucuronide']",21435141,"Effect of a high-fat meal on the pharmacokinetics of dapagliflozin, a selective SGLT2 inhibitor, in healthy subjects.",2011-09-16
PKDB00925,Kasichayanula2012,closed,public,2024-11-13,nikenemitz,"['nikenemitz', 'mkoenig']","['dapagliflozin', 'valsartan', 'warfarin', 'r-warfarin', 's-warfarin', 'digoxin', 'simvastatin', 'simvastatin acid']",22271159,"Lack of pharmacokinetic interactions between dapagliflozin and simvastatin, valsartan, warfarin, or digoxin.",2012-06-11
PKDB00845,Kasichayanula2013a,closed,public,2024-07-08,nikenemitz,"['nikenemitz', 'mkoenig']","['dapagliflozin', 'dapagliflozin 3-o-glucuronide', 'mefenamic acid', 'rifampicin']",23061428,Effects of rifampin and mefenamic acid on the pharmacokinetics and pharmacodynamics of dapagliflozin.,2013-08-02
PKDB00926,Khomitskaya2018,closed,public,2024-11-13,nikenemitz,"['nikenemitz', 'mkoenig']","['dapagliflozin', 'metformin']",29548719,Bioequivalence of Dapagliflozin/Metformin Extended-release Fixed-combination Drug Product and Single-component Dapagliflozin and Metformin Extended-release Tablets in Healthy Russian Subjects.,2019-04-22
PKDB00927,Kim2023,closed,public,2024-11-13,nikenemitz,"['nikenemitz', 'mkoenig']","['dapagliflozin', 'empagliflozin', 'evogliptin', 'D-glucose']",37113469,"A Comparison of the Pharmacokinetics and Safety of Dapagliflozin Formate, an Ester Prodrug of Dapagliflozin, to Dapagliflozin Propanediol Monohydrate in Healthy Subjects.",2023-05-01
PKDB00928,Kim2023a,closed,public,2024-11-13,nikenemitz,['nikenemitz'],"['dapagliflozin', 'D-glucose']",37034122,"Evaluation of pharmacokinetic interactions between lobeglitazone, empagliflozin, and metformin in healthy subjects.",2023-03-31
PKDB00846,Komoroski2009,closed,public,2024-07-08,nikenemitz,"['nikenemitz', 'mkoenig']","['dapagliflozin', 'D-glucose']",19129748,"Dapagliflozin, a novel SGLT2 inhibitor, induces dose-dependent glucosuria in healthy subjects.",2009-05-04
PKDB00847,LaCreta2016,closed,public,2024-07-08,nikenemitz,"['nikenemitz', 'mkoenig']",['dapagliflozin'],27418571,Bioequivalence and food effect of heat-stressed and non-heat-stressed dapagliflozin 2.5- and 10-mg tablets.,2017-04-24
